#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	Host	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
E.coli and Shigella	MOD1-EC2413		PDT000251602.1	2017-10-11T16:03:26Z	USA: MI	feces	environmental/other	PDS000016342.13	3		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605364	PDG000000004.2285	Escherichia coli	GCA_002514665.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		147077	172	5105609						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NKMP	NKMP00000000.1
E.coli and Shigella	MOD1-EC2406		PDT000251603.1	2017-10-11T16:03:41Z	USA: MI	feces	environmental/other	PDS000016342.13	0		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605371	PDG000000004.2285	Escherichia coli	GCA_002514685.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		146977	207	5107989						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NKMS	NKMS00000000.1
E.coli and Shigella	MOD1-EC2448		PDT000251613.1	2017-10-11T16:12:07Z	USA: MI	feces	environmental/other	PDS000016342.13	7		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605412	PDG000000004.2285	Escherichia coli	GCA_002514925.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		108864	161	5105335						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NKMB	NKMB00000000.1
E.coli and Shigella	MOD1-EC2447		PDT000251614.1	2017-10-11T16:12:19Z	USA: MI	feces	environmental/other	PDS000016342.13	6		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605413	PDG000000004.2285	Escherichia coli	GCA_002514945.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		149909	159	5107973						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NKMC	NKMC00000000.1
E.coli and Shigella	MOD1-EC2445		PDT000251616.1	2017-10-11T16:12:24Z	USA: MI	feces	environmental/other	PDS000016342.13	11		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605415	PDG000000004.2285	Escherichia coli	GCA_002514975.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		139063	149	5105257						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NKMD	NKMD00000000.1
E.coli and Shigella	MOD1-EC2441		PDT000251617.1	2017-10-11T16:12:37Z	USA: MI	feces	environmental/other	PDS000016342.13	0		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605419	PDG000000004.2285	Escherichia coli	GCA_002515005.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		133500	149	5104527						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NKMF	NKMF00000000.1
E.coli and Shigella	MOD1-EC2431		PDT000251638.1	2017-10-11T16:23:52Z	USA: MI	feces	environmental/other	PDS000016342.13	5		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605429	PDG000000004.2285	Escherichia coli	GCA_002515425.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		108409	168	5103553						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NJWY	NJWY00000000.1
E.coli and Shigella	MOD1-EC2423		PDT000251639.1	2017-10-11T16:24:18Z	USA: MI	feces	environmental/other	PDS000016342.13	6		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605389	PDG000000004.2285	Escherichia coli	GCA_002515445.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		126456	168	5105307						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NJXA	NJXA00000000.1
E.coli and Shigella	MOD1-EC2430		PDT000251640.1	2017-10-11T16:24:22Z	USA: MI	feces	environmental/other	PDS000016342.13	5		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605430	PDG000000004.2285	Escherichia coli	GCA_002515455.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		155448	160	5103147						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NJWZ	NJWZ00000000.1
E.coli and Shigella	MOD1-EC2405		PDT000251651.1	2017-10-11T16:27:40Z	USA: MI	feces	environmental/other	PDS000016342.13	0		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605372	PDG000000004.2285	Escherichia coli	GCA_002515685.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		126417	196	5106857						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NJSX	NJSX00000000.1
E.coli and Shigella	MOD1-EC2446		PDT000251684.1	2017-10-11T16:35:17Z	USA: MI	feces	environmental/other	PDS000016342.13	6		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605414	PDG000000004.2285	Escherichia coli	GCA_002516345.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		155372	154	5105484						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NJSO	NJSO00000000.1
E.coli and Shigella	MOD1-EC2443		PDT000251685.1	2017-10-11T16:35:38Z	USA: MI	feces	environmental/other	PDS000016342.13	2		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605417	PDG000000004.2285	Escherichia coli	GCA_002516365.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		174673	164	5105181						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NJSP	NJSP00000000.1
E.coli and Shigella	MOD1-EC2442		PDT000251686.1	2017-10-11T16:35:52Z	USA: MI	feces	environmental/other	PDS000016342.13	2		Bos taurus	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN05605418	PDG000000004.2285	Escherichia coli	GCA_002516385.1			espI=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2012	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	Michigan State University	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		139063	163	5104660						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.8.2			562	NJSQ	NJSQ00000000.1
E.coli and Shigella	KCJK6541		PDT000152095.3	2016-10-12T18:25:53Z	USA:FL	feces	environmental/other	PDS000008156.6	0		Bos taurus	blaCMY-2=COMPLETE,blaEC=COMPLETE	SAMN05859949	PDG000000004.2285	Escherichia coli				cif=COMPLETE,eae=COMPLETE,ehxA=PARTIAL_END_OF_CONTIG,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espI=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,nleA=PARTIAL,nleA=PARTIAL_END_OF_CONTIG,nleB=PARTIAL_END_OF_CONTIG,nleC=PARTIAL_END_OF_CONTIG,tir=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2016-06-01	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	FLUFL	3.8.4	2020-07-16.2	NUCLEOTIDE	PRJNA298331		27509	533	5185097	PAIRED	ILLUMINA	SRR4417885	CFSAN	2016-10-12T17:54:23Z	562			acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE				562		
E.coli and Shigella	KCJK6537		PDT000152096.2	2016-10-12T18:25:53Z	USA:FL	feces	environmental/other	PDS000008156.6	1		Bos taurus	blaCMY-2=COMPLETE,blaEC=COMPLETE	SAMN05859950	PDG000000004.2285	Escherichia coli				astA=PARTIAL,cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL_END_OF_CONTIG,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espI=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,nleC=PARTIAL,tccP=PARTIAL,tir=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2016-06-01	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	FLUFL	3.2.3	2019-10-30.1	NUCLEOTIDE	PRJNA298331		55583	320	5213201	PAIRED	ILLUMINA	SRR4417886	CFSAN	2016-10-12T17:54:32Z	562			acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE				562		
E.coli and Shigella	KCJK6528		PDT000152097.2	2016-10-12T18:25:53Z	USA:FL	feces	environmental/other	PDS000008156.6	1		Bos taurus	blaCMY-2=COMPLETE,blaEC=COMPLETE	SAMN05859951	PDG000000004.2285	Escherichia coli				astA=PARTIAL,cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL_END_OF_CONTIG,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espI=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,nleC=PARTIAL_END_OF_CONTIG,tccP=PARTIAL,tir=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2016-06-01	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	FLUFL	3.2.3	2019-10-30.1	NUCLEOTIDE	PRJNA298331		81047	258	5327628	PAIRED	ILLUMINA	SRR4417887	CFSAN	2016-10-12T17:55:14Z	562			acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE				562		
E.coli and Shigella	KCJK6524		PDT000152098.2	2016-10-12T18:25:53Z	USA:FL	feces	environmental/other	PDS000008156.6	0		Bos taurus	blaCMY-2=COMPLETE,blaEC=COMPLETE	SAMN05859952	PDG000000004.2285	Escherichia coli				astA=PARTIAL,cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL_END_OF_CONTIG,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espI=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,nleC=PARTIAL_END_OF_CONTIG,tccP=PARTIAL,tir=COMPLETE,toxB=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2016-06-01	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	FLUFL	3.2.3	2019-10-30.1	NUCLEOTIDE	PRJNA298331		111774	206	5350141	PAIRED	ILLUMINA	SRR4417888	CFSAN	2016-10-12T17:55:23Z	562			acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE				562		
E.coli and Shigella	KCJK6515		PDT000152099.2	2016-10-12T18:25:53Z	USA:FL	feces	environmental/other	PDS000008156.6	0		Bos taurus	blaCMY-2=COMPLETE,blaEC=COMPLETE	SAMN05859953	PDG000000004.2285	Escherichia coli				astA=PARTIAL,cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL_END_OF_CONTIG,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espI=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,nleC=PARTIAL_END_OF_CONTIG,tir=COMPLETE,toxB=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2016-06-01	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	FLUFL	3.2.3	2019-10-30.1	NUCLEOTIDE	PRJNA298331		110171	197	5254874	PAIRED	ILLUMINA	SRR4417889	CFSAN	2016-10-12T17:56:19Z	562			acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE				562		
E.coli and Shigella	KCJK6501		PDT000152100.2	2016-10-12T18:25:53Z	USA:FL	feces	environmental/other	PDS000008156.6	0		Bos taurus	blaCMY-2=COMPLETE,blaEC=COMPLETE	SAMN05859954	PDG000000004.2285	Escherichia coli				astA=PARTIAL,cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL_END_OF_CONTIG,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espI=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,nleC=PARTIAL_END_OF_CONTIG,tccP=PARTIAL,tir=COMPLETE,toxB=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2016-06-01	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	FLUFL	3.2.3	2019-10-30.1	NUCLEOTIDE	PRJNA298331		111763	204	5423227	PAIRED	ILLUMINA	SRR4417890	CFSAN	2016-10-12T17:56:29Z	562			acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE				562		
E.coli and Shigella	KCJK6464		PDT000152101.2	2016-10-12T18:25:53Z	USA:FL	feces	environmental/other	PDS000008156.6	0		Bos taurus	blaCMY-2=COMPLETE,blaEC=COMPLETE	SAMN05859955	PDG000000004.2285	Escherichia coli				astA=PARTIAL,cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL_END_OF_CONTIG,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espI=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,nleC=PARTIAL_END_OF_CONTIG,tir=COMPLETE,toxB=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2016-06-01	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	FLUFL	3.2.3	2019-10-30.1	NUCLEOTIDE	PRJNA298331		106997	203	5248774	PAIRED	ILLUMINA	SRR4417891	CFSAN	2016-10-12T17:57:23Z	562			acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE				562		
E.coli and Shigella	KCJK6454		PDT000152102.2	2016-10-12T18:25:53Z	USA:FL	feces	environmental/other	PDS000008156.6	1		Bos taurus	blaCMY-2=COMPLETE,blaEC=COMPLETE	SAMN05859956	PDG000000004.2285	Escherichia coli				astA=PARTIAL,cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL_END_OF_CONTIG,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espI=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,nleC=PARTIAL_END_OF_CONTIG,tccP=PARTIAL,tir=COMPLETE,toxB=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2016-06-01	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	FLUFL	3.2.3	2019-10-30.1	NUCLEOTIDE	PRJNA298331		111219	198	5250130	PAIRED	ILLUMINA	SRR4417892	CFSAN	2016-10-12T17:57:30Z	562			acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE				562		
